Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,3504.9,5,0,700.98
First Class,Corporate,United States,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.2,0.8946
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,2.072,2,0.8,-3.5224
First Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,45.36,7,0,21.7728
First Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3,0,10.0725
Standard Class,Consumer,United States,Pasadena,Texas,77506,Central,Technology,Accessories,167.952,6,0.2,-27.2922
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Furniture,Furnishings,397.6,5,0,43.736
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.26,2,0,3.0558
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0,8.2156
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0,57.4938
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0,197.9208
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0,145.2816
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0,50.9082
First Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1,0,4.8024
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3,0,53.0439
Second Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Binders,107.648,2,0.2,33.64
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0,24.1224
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208
Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,0,178.8
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,159.8,4,0,70.312
Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,0.3,-9.7176
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,0,48.5392
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,0,2.9568
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.4764
Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0,23.184
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0,28.959
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,0.2,3.3408
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,0.2,1.3284
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0,7.98
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0,15.5232
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514
First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.28,8,0,41.0216
Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,64.864,4,0.2,6.4864
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.7064
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0,71.2296
Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,40.41,9,0,18.5886
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0,10.8
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.08,7,0.2,3.528
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0,62.93
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.4,5,0,11.88
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0,1.0208
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.165,5,0.15,35.245
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2,0.2,5.368
Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.1548
Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.2,5,0,24.998
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.6,5,0,9.604
Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.272,1,0.2,-3.8646
First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.552,3,0.2,73.194
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.36,5,0.2,4.008
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0,37.534
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0,22.2
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4,0,527.984
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.0044
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12,0,36.9288
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.81,1,0,0.6516
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0,743.988
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.94,6,0,75.5748
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0,8.0178
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0,10.5672
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0,1.9712
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0,17.27
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0,3.597
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0,27.0578
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0,109.7544
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0,32.2514
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0,174.9825
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0,76.4
Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.56,5,0.2,28.896
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.12,4,0,2.8912
Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,7.04,4,0,3.0976
Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0,69.1992
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,19.44,3,0,9.3312
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,32.4,5,0,15.552
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,45.24,4,0.7,-30.16
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,355.36,4,0,92.3936
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0,9.198
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0,2.9348
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,15.84,3,0,7.128
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,14.32,5,0.2,5.191
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0,111.591
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0,21.164
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0,185.2578
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,12.96,2,0,6.3504
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,249.584,2,0.2,31.198
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791
First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,542.94,3,0,152.0232
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274
Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,333.576,3,0.2,25.0182
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1,0,1.512
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,2.21,1,0,0.5967
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,217.764,6,0.7,-384.7164
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,35,7,0,16.8
First Class,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,15.984,2,0.2,1.1988
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,12.192,3,0.2,4.1148
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,132.224,4,0.2,-18.1808
First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,11.672,1,0.2,-0.7295
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4,0,78.3888
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0,178.91
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,9.64,2,0,4.7236
Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,239.666,2,0.15,14.098
Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,301.96,2,0,45.294
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2,0,53.8608
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,79.47,3,0,22.2516
Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.136,4,0.2,100.196
Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,1293.488,7,0.2,80.843
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0,21.7515
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7,0,54.04
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0,219.4514
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0,11.1176
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2,0,21.0128
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.704,2,0.2,9.264
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.5,3,0,6.63
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0,362.835
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0,12.691
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0,19.6328
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,185.58,6,0,76.0878
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Furniture,Chairs,338.352,3,0.2,4.2294
First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,127.95,3,0,21.7515
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,17.34,2,0,4.6818
Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478
First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,69.98,2,0,4.8986
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272
Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924
Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,21.12,4,0,6.5472
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,42.6,3,0,16.614
Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,14.368,2,0.2,3.9512
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646
Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0,173.235
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122
Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,88.96,8,0.2,10.008
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,-97.176
